Mod:Item:MetaData, Localized Name
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
srparasites:infestedstain, Infested Dirt
srparasites:infestremain, Infested Residue
srparasites:infestedtrunk, Infested Log
srparasites:infestedrubble, Infested Stone
srparasites:infestedbush:0, Infested Vein Thorns
srparasites:infestedbush:1, Infested Vein Branches
srparasites:infestedbush:2, Infested Vein Sprout
srparasites:infestedbush:3, Infested Veins Bush
srparasites:infestedbush:4, Infested Vein Coil
srparasites:infestedbush:5, Infested Vein Roots
srparasites:bloodyice, Bloody Ice
srparasites:biomeheart, Hive Core
srparasites:colonyheart, Parasitic Colony Core
srparasites:colonyoutpost, Parasitic Colony Outpost
srparasites:biomepurifier, §bBiome Purifier
srparasites:parasitebush:0, Capillary Net
srparasites:parasitebush:1, Nerve Ringlet
srparasites:parasitebush:2, Parasitic Vesicle
srparasites:parasitebush:3, Terminal Blinder
srparasites:parasitebush:4, Small Incisor
srparasites:parasitecanister:0, §aBladder Sac
srparasites:parasitecanister:1, Vacuous Cyst
srparasites:parasitecanister:2, Grotesque Lump
srparasites:parasitecanister:3, Sac of Flesh
srparasites:parasitetrunk:0, Bruisewood Log
srparasites:parasitetrunk:1, Veinwood Log
srparasites:parasitetrunk:2, Darkwood Log
srparasites:parasitestain:0, Hivesoil
srparasites:parasitestain:1, Visceral Mud
srparasites:parasitestain:2, Flesh Chunk
srparasites:parasitestain:3, Compressed Arteries
srparasites:parasiterubble:0, Concentrated Flesh Chunk
srparasites:parasiterubble:1, Fortified Bone
srparasites:parasiterubble:2, Hivestone
srparasites:parasiterubble:3, Hivestone Debris
srparasites:parasiterubble:4, Consumed Wood
srparasites:parasiterubble:5, Hivestone Bricks
srparasites:parasiterubble:6, Hivesteel
srparasites:parasiterubble:7, Bleeding Obsidian
srparasites:parasiterubble:8, Assimilated Fungus
srparasites:parasitestructure, Incomplete Parasitic Colony Structure
srparasites:parasitethin, Thin Parasitic Log
srparasites:parasitesapling:0, Veinwood Sapling
srparasites:parasitesapling:1, Eyesore Sapling
srparasites:parasitesapling:2, Darkwood Sapling
srparasites:parasitemouth, Maw
srparasites:parasiterubbledense:0, Compressed Hivestone
srparasites:parasiterubbledense:1, Reinforced Hivestone
srparasites:parasiterubbledense:2, Parasitic Compressed Colony Stone
srparasites:parasiterubble_bonestairs, Fortified Bone Stairs
srparasites:parasitestain_fleshstairs, Flesh Chunk Stairs
srparasites:parasiterubble_slabdouble, Fortified Bone
srparasites:parasitetendril, Parasitic Tendril
srparasites:parasitefog, Fog
srparasites:srpweb:0, §8Thin Webbing
srparasites:srpweb:1, §aToxicant Webbing
srparasites:srpweb:2, §8Tarnished Webbing
srparasites:evolutionlure:0, Lure (§4Weakened§f)
srparasites:evolutionlure:1, Lure (§cFaint§f)
srparasites:evolutionlure:2, Lure (§6Slender§f)
srparasites:evolutionlure:3, Lure (§eStable§f)
srparasites:evolutionlure:4, Lure (§2Substantial§f)
srparasites:evolutionlure:5, Lure (§aConcentrated§f)
srparasites:evolutionlure:6, Lure (§bConcentrated+§f)
srparasites:evolutionlure:7, Lure (§dConcentrated++§f)
srparasites:evolutionlure:8, tile.srparasites.evolutionlure_nine.name
srparasites:evolutionlure:9, tile.srparasites.evolutionlure_ten.name
srparasites:tunnel, Tunnel
srparasites:gore:0, Assimilated Remains (S)
srparasites:gore:1, Assimilated Remains (L)
srparasites:gore:2, Primitive Remains (S)
srparasites:gore:3, Primitive Remains (L)
srparasites:gore:4, Adapted Remains (S)
srparasites:gore:5, Adapted Remains (L)
srparasites:gore:6, Pure Remains (S)
srparasites:gore:7, Pure Remains (L)
srparasites:gore:8, Assimilated Remains (M)
srparasites:gore:9, Primitive Remains (M)
srparasites:gore:10, Adapted Remains (M)
srparasites:gore:11, Pure Remains (M)
srparasites:canisteractive, Gluttonous Cyst
srparasites:dispatchern, §cDispatcher Nidus
srparasites:infestedore:0, Pestilential Coal Ore
srparasites:infestedore:1, Pestilential Diamond Ore
srparasites:infestedore:2, Pestilential Emerald Ore
srparasites:infestedore:3, Pestilential Gold Ore
srparasites:infestedore:4, Pestilential Iron Ore
srparasites:infestedore:5, Pestilential Lapis Lazuli Ore
srparasites:infestedore:6, Pestilential Redstone Ore
srparasites:infestedore:7, Pestilential Ore
srparasites:ada_summoner_drop, §bSummoner Core
srparasites:ada_yelloweye_drop, §bYelloweye Bone
srparasites:ada_manducater_drop, §bManducater Orb
srparasites:ada_reeker_drop, §bReeker Fang
srparasites:ada_longarms_drop, §bLongarm Armor Fragment
srparasites:ada_bolster_drop, §bBolster Husk
srparasites:ada_arachnida_drop, §bArachnida Claw
srparasites:ada_devourer_drop, §bDevourer Tentacle
srparasites:assimilated_flesh, Infected Flesh
srparasites:beckon_drop, §aBeckon Membrane
srparasites:dispatcher_drop, §cDispatcher Membrane
srparasites:itemtab, §dNULL
srparasites:itemassimilate, Assimilation Wand
srparasites:itemevolve, Evolution Wand
srparasites:itemdevolve, Devolution Wand
srparasites:itemvariant, Variant Wand
srparasites:itemthrow, §6Quench
srparasites:evclock, §cBloody Clock
srparasites:nodecompass, §cNode Compass
srparasites:dried_tendons, §eDried Tendons
srparasites:hardened_bone_handle, §eHardened Bone Handle
srparasites:infectious_blade_fragment, §eInfectious Blade Fragment
srparasites:living_core, §eLiving Core
srparasites:vile_shell, §eVile Shell
srparasites:bone, §eStrange Bone
srparasites:lurecomponent1, §bRupter Viscera
srparasites:lurecomponent2, §bDiseased Heart
srparasites:lurecomponent3, §bAltered Tendons
srparasites:lurecomponent4, §bToxic Lung
srparasites:lurecomponent5, §bNoxious Brain
srparasites:lurecomponent6, §bEssential Segment
srparasites:itemmobspawner_dorpa, Spawn Assimilated Big Spider
srparasites:itemmobspawner_infsquid, Spawn Assimilated Squid
srparasites:itemmobspawner_infbear, Spawn Assimilated Bear
srparasites:itemmobspawner_infhuman, Spawn Assimilated Human
srparasites:itemmobspawner_infhumanhead, Spawn Walking Human Head
srparasites:itemmobspawner_infenderman, Spawn Assimilated Enderman 
srparasites:itemmobspawner_infendermanhead, Spawn Walking Enderman Head
srparasites:itemmobspawner_infcow, Spawn Assimilated Cow
srparasites:itemmobspawner_infcowhead, Spawn Walking Cow Head
srparasites:itemmobspawner_infsheep, Spawn Assimilated Sheep
srparasites:itemmobspawner_infsheephead, Spawn Walking Sheep Head
srparasites:itemmobspawner_infwolf, Spawn Assimilated Wolf
srparasites:itemmobspawner_infwolfhead, Spawn Walking Wolf Head
srparasites:itemmobspawner_infpig, Spawn Assimilated Pig
srparasites:itemmobspawner_infpighead, Spawn Walking Pig Head
srparasites:itemmobspawner_infvillager, Spawn Assimilated Villager
srparasites:itemmobspawner_infvillagerhead, Spawn Walking Villager Head
srparasites:itemmobspawner_inhoos, Spawn Small Incomplete Form
srparasites:itemmobspawner_inhoom, Spawn Medium Incomplete Form
srparasites:itemmobspawner_infhorse, Spawn Assimilated Horse
srparasites:itemmobspawner_infhorsehead, Spawn Walking Horse Head
srparasites:itemmobspawner_infplayer, Spawn Assimilated Adventurer
srparasites:itemmobspawner_infplayerhead, Spawn Walking Adventurer Head
srparasites:itemmobspawner_infdragone, Spawn Assimilated Ender Dragon
srparasites:itemmobspawner_infdragonehead, Spawn Walking Ender Dragon Head
srparasites:itemmobspawner_ferbear, Spawn Feral Bear
srparasites:itemmobspawner_ferhuman, Spawn Feral Human
srparasites:itemmobspawner_fercow, Spawn Feral Cow
srparasites:itemmobspawner_ferenderman, Spawn Feral Enderman
srparasites:itemmobspawner_ferhorse, Spawn Feral Horse
srparasites:itemmobspawner_ferpig, Spawn Feral Pig
srparasites:itemmobspawner_fersheep, Spawn Feral Sheep
srparasites:itemmobspawner_fervillager, Spawn Feral Villager
srparasites:itemmobspawner_ferwolf, Spawn Feral Wolf
srparasites:itemmobspawner_higolem, Spawn Hijacked Golem
srparasites:itemmobspawner_hiblaze, Spawn Hijacked Blaze
srparasites:itemmobspawner_hiskeleton, Spawn Hijacked Skeleton
srparasites:itemmobspawner_host, Spawn Host
srparasites:itemmobspawner_hostii, Spawn Herd
srparasites:itemmobspawner_heed, Spawn Heed
srparasites:itemmobspawner_cruxa, Spawn Crux
srparasites:itemmobspawner_mes, Spawn Thrall
srparasites:itemmobspawner_lesh, Spawn Moving Flesh
srparasites:itemmobspawner_shyco, Spawn Primitive Longarms
srparasites:itemmobspawner_canra, Spawn Primitive Summoner
srparasites:itemmobspawner_nogla, Spawn Primitive Reeker
srparasites:itemmobspawner_hull, Spawn Primitive Manducater
srparasites:itemmobspawner_emana, Spawn Primitive Yelloweye
srparasites:itemmobspawner_bano, Spawn Primitive Bolster
srparasites:itemmobspawner_wymo, Spawn Primitive Tozoon 
srparasites:itemmobspawner_iki, Spawn Primitive Vermin
srparasites:itemmobspawner_ranrac, Spawn Primitive Arachnida
srparasites:itemmobspawner_lum, Spawn Primitive Devourer
srparasites:itemmobspawner_shycoadapted, Spawn Adapted Longarms
srparasites:itemmobspawner_canraadapted, Spawn Adapted Summoner
srparasites:itemmobspawner_noglaadapted, Spawn Adapted Reeker
srparasites:itemmobspawner_hulladapted, Spawn Adapted Manducater
srparasites:itemmobspawner_emanaadapted, Spawn Adapted Yelloweye
srparasites:itemmobspawner_banoadapted, Spawn Adapted Bolster
srparasites:itemmobspawner_ranracadapted, Spawn Adapted Arachnida
srparasites:itemmobspawner_lodo, Spawn Buglin
srparasites:itemmobspawner_mudo, Spawn Rupter
srparasites:itemmobspawner_nuuh, Spawn Mangler
srparasites:itemmobspawner_ata, Spawn Gnat
srparasites:itemmobspawner_rathol, Spawn Heavy Carrier
srparasites:itemmobspawner_gothol, Spawn Light Carrier
srparasites:itemmobspawner_buthol, Spawn Flying Carrier
srparasites:itemmobspawner_anged, Spawn Vigilante
srparasites:itemmobspawner_venkrol, Spawn Beckon Stage I
srparasites:itemmobspawner_venkrolsii, Spawn Beckon Stage II
srparasites:itemmobspawner_venkrolsiii, Spawn Beckon Stage III
srparasites:itemmobspawner_venkrolsiv, Spawn Beckon Stage IV
srparasites:itemmobspawner_tonro, Spawn Kyphosis
srparasites:itemmobspawner_unvo, Spawn Sentry 
srparasites:itemmobspawner_nak, Spawn Seizer
srparasites:itemmobspawner_dod, Spawn Dispatcher Stage I
srparasites:itemmobspawner_dodsii, Spawn Dispatcher Stage II
srparasites:itemmobspawner_dodsiii, Spawn Dispatcher Stage III
srparasites:itemmobspawner_dodsiv, Spawn Dispatcher Stage IV
srparasites:itemmobspawner_alafha, Spawn Overseer
srparasites:itemmobspawner_ganro, Spawn Warden
srparasites:itemmobspawner_omboo, Spawn Light Bomber
srparasites:itemmobspawner_esor, Spawn Marauder
srparasites:itemmobspawner_orch, Spawn Monarch 
srparasites:itemmobspawner_flog, Spawn Grunt
srparasites:itemmobspawner_jinjo, Spawn Heavy Bomber
srparasites:itemmobspawner_pheon, Spawn Haunter
srparasites:itemmobspawner_vesta, Spawn Colony Carrier
srparasites:itemmobspawner_lencia, Spawn Bogle
srparasites:itemmobspawner_elvia, Spawn Wraith
srparasites:itemmobspawner_oronco, Spawn Ancient Dreadnaut
srparasites:itemmobspawner_terla, Spawn Ancient Overlord
srparasites:itemmobspawner_pod, Spawn Pod
srparasites:weapon_scythe, §eLiving Scythe
srparasites:weapon_scythe_sentient, §6Sentient Greatscythe
srparasites:weapon_axe, §eLiving Axe
srparasites:weapon_axe_sentient, §6Sentient Greataxe
srparasites:weapon_sword, §eLiving Sword
srparasites:weapon_sword_sentient, §6Sentient Greatsword
srparasites:weapon_cleaver, §eLiving Cleaver
srparasites:weapon_cleaver_sentient, §6Sentient Greatcleaver
srparasites:weapon_bow, §eLiving Bow
srparasites:weapon_bow_sentient, §6Sentient Greatbow
srparasites:weapon_maul, §eLiving Maul 
srparasites:weapon_maul_sentient, §6Sentient Greatmaul
srparasites:weapon_lance, §eLiving Lance
srparasites:weapon_lance_sentient, §6Sentient Greatlance
srparasites:armor_helm, §eLiving Helm
srparasites:armor_chest, §eLiving Chest
srparasites:armor_pants, §eLiving Pants
srparasites:armor_boots, §eLiving Boots
srparasites:armor_helm_sentient, §6Sentient Helm
srparasites:armor_chest_sentient, §6Sentient Chest
srparasites:armor_pants_sentient, §6Sentient Pants
srparasites:armor_boots_sentient, §6Sentient Boots
srparasites:parasiterubble_slabhalf:0, Fortified Bone Slab
rsgauges:bistableswitch2, Industrial Contact Lever
rsgauges:bistableswitch8, Industrial Lever
rsgauges:bistableswitch7, Industrial Rotary Lever
rsgauges:bistableswitch1, Rotary Machine Switch
rsgauges:bistableswitch3, Two-Button Machine Switch
rsgauges:bistableswitch5, ESTOP Button
rsgauges:bistableswitch6, Hopper Blocker
rsgauges:pulseswitch1, Machine Button
rsgauges:pulseswitch2, Fenced Machine Button
rsgauges:pulseswitch6, Industrial Button
rsgauges:pulseswitch5, Industrial Foot Button
rsgauges:pulseswitch3, Industrial Pull Handle Button
rsgauges:dimmerswitch1, Industrial Dimmer
rsgauges:contactmat1, Industrial Door Contact Mat
rsgauges:contactmat2, Industrial Contact Mat
rsgauges:contactmat3, Industrial Shock Sensitive Contact Mat
rsgauges:trapdoorswitch1, Industrial Shock Activated Trapdoor
rsgauges:trapdoorswitch2, Industrial Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch3, Industrial Fall-Through Detection Frame
rsgauges:automaticswitch4, Industrial Day Timer Clock
rsgauges:automaticswitch7, Industrial Interval Signal Timer
rsgauges:automaticswitch1, Industrial Infrared Entity Detector
rsgauges:automaticswitch2, Industrial Linear Laser Entity Detector
rsgauges:automaticswitch3, Industrial Local Light Sensor
rsgauges:automaticswitch5, Industrial Rain Sensor
rsgauges:automaticswitch6, Industrial Thunderstorm Detector
rsgauges:observerswitch1, Industrial Block Category Detector
rsgauges:relay_pulseswitchrx1, Industrial Pulse Switch Link Receiver
rsgauges:relay_pulseswitchrx2, Industrial Cased Pulse Switch Link Receiver
rsgauges:relay_bistableswitchrx1, Industrial Switch Link Receiver
rsgauges:relay_bistableswitchrx2, Industrial Cased Switch Link Receiver
rsgauges:relay_pulseswitchtx1, Industrial Switch Link Pulse Sender
rsgauges:relay_bistableswitchtx1, Industrial Switch Link Sender
rsgauges:industrial_knock_switch, Knock Detector Bistable Switch (industrial)
rsgauges:industrial_knock_button, Knock Detector Pulse Switch (industrial)
rsgauges:flatgauge1, Analog Voltmeter Redstone Gauge
rsgauges:flatgauge6, Small Analog Voltmeter Redstone Gauge
rsgauges:flatgauge2, Analog Bar Redstone Gauge
rsgauges:flatgauge3, Small Digital Display Redstone Gauge
rsgauges:flatgauge5, Glass Tube Redstone Gauge
rsgauges:indicator4, Alarm Lamp
rsgauges:soundindicator1, Alarm Siren
rsgauges:indicator1, Green LED Redstone Indicator
rsgauges:indicator1blink1, Green Blinking LED Redstone Indicator
rsgauges:indicator2, Yellow LED Redstone Indicator
rsgauges:indicator2blink1, Yellow Blinking LED Redstone Indicator
rsgauges:indicator3, Red LED Redstone Indicator
rsgauges:indicator3blink1, Red LED Redstone Indicator
rsgauges:indicator_led_white, White LED Redstone Indicator
rsgauges:indicator_led_white_blink, White Blinking LED Redstone Indicator
rsgauges:bistableswitch_rustic1, Rustic Lever
rsgauges:bistableswitch_rustic2, Rustic Two-Hinge Lever
rsgauges:bistableswitch_rustic3, Rustic Rotary Lever
rsgauges:bistableswitch_rustic7, Rustic Nail Lever
rsgauges:pulseswitch_rustic1, Rustic Button
rsgauges:pulseswitch_rustic2, Rustic Small Button
rsgauges:pulseswitch_rustic3, Rustic Chain Button
rsgauges:pulseswitch_rustic7, Rustic Nail Button
rsgauges:contactmat_rustic1, Rustic Door Pressure Plate
rsgauges:contactmat_rustic2, Rustic Pressure Plate
rsgauges:contactmat_rustic3, Rustic Shock Sensitive Pressure Plate
rsgauges:trapdoorswitch_rustic1, Rustic Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic2, Rustic Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic3, Rustic Fall-Through Detector Trapdoor
rsgauges:gauge_rustic2, Rustic Circular Wall Meter Redstone gauge
rsgauges:indicator_rustic_flag, Rustic Redstone Semaphore
rsgauges:bistableswitch_glass1, Bistable Glass Switch
rsgauges:bistableswitch_glass2, Bistable Glass Touch Switch
rsgauges:pulseswitch_glass1, Glass Button
rsgauges:pulseswitch_glass2, Small Glass Button
rsgauges:pulseswitch_glass3, Glass Touch Button
rsgauges:contactmat_glass1, Configurable Glass Contact Plate
rsgauges:contactmat_glass2, Glass Contact Plate
rsgauges:daytimeswitch_glass1, Glass Day Timer Clock
rsgauges:timerswitch_glass1, Glass Interval Signal Timer
rsgauges:detectorswitch_glass1, Glass Infrared Entity Detector
rsgauges:detectorswitch_glass2, Glass Linear Laser Entity Detector
rsgauges:industrial_comparator_switch, Industrial Comparator Switch
rsgauges:flatgauge4, Glass Bar Redstone Gauge
rsgauges:bistableswitch_oldfancy1, Old Fancy Lever
rsgauges:bistableswitch_oldfancy2, Old Fancy Rotary Lever
rsgauges:pulseswitch_oldfancy1, Old Fancy Button
rsgauges:pulseswitch_oldfancy2, Old Fancy Chain Button
rsgauges:pulseswitch_oldfancy4, Small Old Fancy Button
rsgauges:powerplant_yellow, Yellow power plant
rsgauges:powerplant_red, Red power plant
rsgauges:bistableswitch4, Small Light Switch
rsgauges:arrowtarget, Arrow Target
rsgauges:valve_wheel_switch, Valve Switch
rsgauges:elevator_button, Elevator Button
rsgauges:door_sensor_switch, Door sensor
rsgauges:sensitiveglass, Redstone-Sensitive Glass Block (Light Emitting)
rsgauges:sensitiveglass_white, Redstone-Sensitive Glass Block (White-Stained)
rsgauges:sensitiveglass_red, Redstone-Sensitive Glass Block (Red-Stained)
rsgauges:sensitiveglass_green, Redstone-Sensitive Glass Block (Green-Stained)
rsgauges:sensitiveglass_blue, Redstone-Sensitive Glass Block (Blue-Stained)
rsgauges:sensitiveglass_yellow, Redstone-Sensitive Glass Block (Yellow-Stained)
rsgauges:sensitiveglass_orange, Redstone-Sensitive Glass Block (Orange-Stained)
rsgauges:sensitiveglass_magenta, Redstone-Sensitive Glass Block (Magenta-Stained)
rsgauges:sensitiveglass_lightblue, Redstone-Sensitive Glass Block (Light-Blue-Stained)
rsgauges:sensitiveglass_lime, Redstone-Sensitive Glass Block (Lime-Stained)
rsgauges:sensitiveglass_pink, Redstone-Sensitive Glass Block (Pink-Stained)
rsgauges:sensitiveglass_gray, Redstone-Sensitive Glass Block (Gray-Stained)
rsgauges:sensitiveglass_lightgray, Redstone-Sensitive Glass Block (Light-Gray-Stained)
rsgauges:sensitiveglass_cyan, Redstone-Sensitive Glass Block (Cyan-Stained)
rsgauges:sensitiveglass_purple, Redstone-Sensitive Glass Block (Purple-Stained)
rsgauges:sensitiveglass_brown, Redstone-Sensitive Glass Block (Brown-Stained)
rsgauges:sensitiveglass_black, Redstone-Sensitive Glass Block (Black-Stained)
rsgauges:sensitiveglass_inverted, Redstone-Sensitive Glass Block (Inverted, Light Emitting)
rsgauges:pulseswitch_rustic4, Pulse switch
rsgauges:pulseswitch_rustic5, Pulse switch
rsgauges:pulseswitch_rustic6, Pulse switch
rsgauges:pulseswitch_oldfancy3, Pulse Switch
rsgauges:bistableswitch_oldfancy3, Bistable Switch
rsgauges:bistableswitch_oldfancy4, Bistable Switch
rsgauges:bistableswitch_oldfancy5, Bistable Switch
rsgauges:bistableswitch_oldfancy6, Bistable Switch
rsgauges:bistableswitch_oldfancy7, Bistable Switch
rsgauges:bistableswitch_rustic4, Bistable Switch
rsgauges:bistableswitch_rustic5, Bistable Switch
rsgauges:bistableswitch_rustic6, Bistable Switch
rsgauges:switchlink_pearl, Switch Link Pearl
scalablestorageceu:storage_upgrade_tier_1, Basic Storage Upgrade
scalablestorageceu:storage_upgrade_tier_2, Advanced Storage Upgrade
scalablestorageceu:storage_upgrade_tier_3, Elite Storage Upgrade
scalablestorageceu:void_upgrade, Void Upgrade
serenetweaks:blockbranches, tile.serenetweaks.BlockBranches.name
simple_trophies:trophy, Trophy
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
srpextra:ada_stalker_drop, Stalker Spine
srparasites:itemmobspawner_infwitch, Spawn Assimilated Witch
srparasites:itemmobspawner_infwitchhead, Spawn Walking Witch Head
srparasites:itemmobspawner_infvindicator, Spawn Assimilated Vindicator
srparasites:itemmobspawner_infvindicatorhead, Spawn Walking Vindicator Head
srparasites:itemmobspawner_infevoker, Spawn Assimilated Evoker
srparasites:itemmobspawner_infocelot, Spawn Assimilated Ocelot
srparasites:itemmobspawner_infocelothead, Spawn Walking Ocelot Head
srparasites:itemmobspawner_hicreeper, Spawn Hijacked Creeper
srparasites:itemmobspawner_hicreeperhead, Spawn Walking Creeper Head
srparasites:itemmobspawner_hiskeleton_srpe, Spawn Hijacked Skeleton
srparasites:itemmobspawner_histray, Spawn Hijacked Skeleton Stray
srparasites:itemmobspawner_hiskeletonhead, Spawn Walking Skeleton Head
srparasites:itemmobspawner_ferocelot, Spawn Feral Ocelot
srparasites:itemmobspawner_ferplayer, Spawn Feral Adventurer
srparasites:itemmobspawner_ferwitch, Spawn Feral Witch
srparasites:itemmobspawner_ferwolf_srpe, Spawn Feral Wolf
srparasites:itemmobspawner_miku, Spawn Stalker
srparasites:itemmobspawner_ikiadapted_srpe, Spawn Adapted Vermin
srparasites:itemmobspawner_wymoadapted, Spawn Adapted Tozoon
srparasites:itemmobspawner_tendrilwymo, Spawn Tozoon Tendril
srparasites:itemmobspawner_mikuadapted, Spawn Adapted Stalker
srparasites:itemmobspawner_tendrilmiku, Spawn Stalker Tendril
srparasites:itemmobspawner_fog, Spawn Wendigo
srparasites:itemmobspawner_leshaqua, Spawn Swimming Flesh
srparasites:itemmobspawner_remainaqua, Spawn Remain Aqua
srparasites:itemmobspawner_remainaqua_pri, Spawn Primitive Remain Aqua
srparasites:itemmobspawner_remainaqua_ada, Spawn Adapted Remain Aqua
srparasites:itemmobspawner_remainaqua_pure, Spawn Pure Remain Aqua
srparasites:itemmobspawner_goreaqua, Spawn Gore Aqua
srparasites:itemmobspawner_goreaqua_pri, Spawn Primitive Gore Aqua
srparasites:itemmobspawner_goreaqua_ada, Spawn Adapted Gore Aqua
srparasites:itemmobspawner_goreaqua_pure, Spawn Pure Gore Aqua
srpextra:itemremains_check, Remains Analyzer
srpextra:itemremains_spawn, Remains Reviver
srpextra:itemremains_canister, Remains Canister
srpextra:itempinfected_startmelting, Start Melting
srpextra:itemtab, §dNULL
